idx,Sentence,Fig_Exp,Replacement,DMS,SE,General,Type
1524,Waiting for the last lights to be green 🟢 and we'll merge !,"light, green",Waiting for the final validations 🟢 and we'll merge !,Waiting for the last traffic signals to be green 🟢 and we'll drive!,,"light, green",metaphor
895,"It's doable, but not to be done lightly.",lightly,"It's doable, but not to be carelessly.","The paint job on the car is doable, but not to be done lightly, or else it won't cover evenly.",,lightly,metaphor
632,I think that you are right :) will merge it as soon as the lights are all green 🟢,lights are all green,I think that you are right :) will merge it as soon as everything is approved 🟢,I believe your route is correct 🚴‍♂️ I will follow it once all the traffic lights turn green 🚦.,,lights are all green,idiom
529,I feel like a clown.,"like, clown",I feel foolish.,"At the circus, my job is dressing like a clown.",,"like, clown",metaphor
890,It's a little bit of a mess.,little bit of a mess,It's unorganized.,It's a shining example of success.,,little bit of a mess,idiom
227,"But he doesn't reply after a week, so there is a little hope.",little hope,"But he doesn't reply after a week, so there is a small possibilty","But he replies after a week, there is a hope that we will complete the task very soon.",,little hope,metaphor
604,I should stop living on the edge 😞,living on the edge,I should stop taking risks 😞,I should stop standing at the edge of the cliff 😞,,living on the edge,idiom
672,"I was really excited to see VS Code had added a 3-way editor, as kdiff3 is a little long in the tooth, and then exceptionally disappointed when that editor was missing the base file display.",long in the tooth,"I was really excited to see VS Code had added a 3-way editor, as kdiff3 is a little old, and then exceptionally disappointed when that editor was missing the base file display.","I was really excited to see the new smartphone had added a dual-camera setup, as the old one was a little behind the times, and then exceptionally disappointed when that setup was missing the image stabilization feature.",,long in the tooth,idiom
941,"Long story short, I recommend to render the action in all cases and then attempt to do something reasonable or fail gracefully when the cursor sits on a location which doesn't fit the action.","Long story short, something reasonable, fail gracefully","To be concise, I recommend to render the action in all cases and then attempt to perform an optimal task or manage the situation when the cursor sits on a location which doesn't fit the action.","In the novel, the protagonist's life was a long story short, yet he consistently aimed for something reasonable, such as love, but fate had other plans and made him fail gracefully in all his pursuits.",,"Long story short, something reasonable, fail gracefully",idiom
437,Hopefully not too long winded.,long winded,Hopefully not too verbose.,"This air pump is long-winded in inflating the balloons, taking much time than expected",,long winded,idiom
1223,Thank you again for looking into all of this & putting together what you've put together so far!,"looking into all of this, put together",Thank you again for doing research & putting together what you've done so far!,Thank you again for investigating the entire crime location and gathering all the evidence you have collected thus far!,,"looking into all of this, put together",idiom
1312,That's certainly a better experience than looking up the key code!,looking up the key code,That's certainly a better experience than looking up the key code!,That's certainly a better experience than guessing the key code!,,looking up the key code,idiom
1460,This looks fishy to me -- you can't increment a mean by another mean.,looks fishy,This looks suspicious to me -- you can't increment a mean by another mean.,"This aquarium display looks fishy to me, as the underwater plants create an illusion that distorts the size of the fish.",,looks fishy,metaphor
1269,"Thanks for spotting this issue, looks sane to me, merged and backporting to 3.2.",looks sane,"Thanks for spotting this issue, seems good from my persepective, merged and backporting to 3.2.","Thanks for identifying this weed, looks healthy to me, removed and transplanting to a different location in the garden.",,looks sane,metaphor
870,It would be amazing if we could use a GIF as the camera overlay image which can be looped over and over (suggestion),looped over and over,It would be amazing if we could use a GIF as the camera overlay image which can be repeated (suggestion),It would be amazing if we could hear our favorite song looped over and over without it ending.,,looped over and over,idiom
675,I was using TF from version 1.0 and the TF 2.x Keras changes made me to loose the track of things sadly.,loose the track of things,I was using TF from version 1.0 and the TF 2.x Keras changes made me to become unorganized sadly.,"I was using a traditional hand saw, and the introduction of power tools made me lose my grip sadly.",,loose the track of things,idiom
